"","prior_bioemi","prior_landemi","prior_bioemi_2nd","prior_landemi_2nd","post_bioemi","post_landemi","complementarity_bioemi","complementarity_landemi","treatment_group","treatment_positive_bioemi","treatment_positive_landemi","gap_to_true_value_bioemi","gap_to_true_value_landemi","treatment_positive_bioemi_and_landemi","confidence","coping_on_income","acceptance_alpinePV","acceptance_wind","acceptance_newnucs","acceptance_prolongnucs","trust_in_sci","left_right","gender_binary","education_numeric","urban_rural_numeric","urban_rural_binary","age","climate_salience","speeder","speeder_treatment_bioemi","speeder_treatment_landemi","attention_bioemi_yes","attention_landemi_yes","attention_check_yes"
"1450",-2,-2,-1,1,1,-1,-2,-2,"control","positive_control","negative_control",-1,0,"mixed_control",6,"Yes",-1,-1,0,1,7,8,"male",3,3,"rural",1959,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1451",0,0,1,1,1,1,0,0,"control","negative_control","negative_control",1,0,"negative_control",6,"No",1,1,-4,-4,NA,NA,"female",3,4,"rural",1963,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1452",1,-1,4,4,4,4,2,NA,"treatment","negative_treatment","negative_treatment",4,3,"negative_treatment",2,"Yes",4,2,0,-2,9,5,"male",3,4,"rural",1965,"No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"1453",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",5,"No",2,3,-1,-1,8,7,"female",4,3,"rural",1986,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1454",0,0,-4,-4,3,3,NA,NA,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",6,"No",4,4,0,0,7,NA,"male",4,2,"urban",1953,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1455",4,4,-4,-4,-4,-4,4,4,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",6,"No",-4,0,0,0,3,NA,"female",2,2,"urban",2004,"Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1456",4,0,0,1,2,1,2,1,"control","positive_control","negative_control",0,0,"mixed_control",2,"Yes",2,4,0,-2,1,3,"male",1,1,"urban",1974,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1457",-4,-4,-4,-4,-4,-4,-4,-4,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",10,"No",-4,-4,4,4,1,NA,"female",2,4,"rural",1985,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1458",0,0,0,0,0,0,4,4,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",-4,-4,4,4,10,7,"female",4,4,"rural",1986,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1459",0,0,1,1,-1,1,1,-1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"Yes",1,1,1,-4,9,3,"male",3,3,"rural",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1460",2,0,-1,-1,3,2,0,0,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",4,"No",-1,1,0,0,6,NA,"female",1,4,"rural",2006,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1461",-2,2,1,1,1,1,1,0,"control","negative_control","negative_control",1,0,"negative_control",7,"No",-3,3,1,1,9,6,"male",3,4,"rural",1972,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1462",0,2,-1,-2,0,1,0,-2,"control","positive_control","positive_control",-1,-3,"positive_control",4,"Yes",0,0,0,0,6,5,"female",4,1,"urban",1982,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1463",2,2,0,0,2,2,-1,-1,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",1,1,1,-2,9,5,"female",2,4,"rural",1954,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1464",-3,1,-3,-2,-3,-1,-1,-3,"control","positive_control","positive_control",-3,-3,"positive_control",6,"Yes",-1,-3,3,3,8,7,"male",4,3,"rural",1957,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1465",4,4,3,4,0,-1,4,4,"treatment","negative_treatment","negative_treatment",3,3,"negative_treatment",6,"No",2,3,-4,-4,7,3,"male",4,2,"urban",1988,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1466",2,2,3,2,2,2,4,3,"treatment","negative_treatment","negative_treatment",3,1,"negative_treatment",4,"Yes",3,3,2,-4,9,3,"female",NA,2,"urban",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1467",-1,1,1,-1,-1,1,NA,NA,"control","negative_control","positive_control",1,-2,"mixed_control",6,"No",-1,2,-1,-1,2,2,"female",1,1,"urban",1976,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1468",0,2,1,2,-4,-4,0,2,"treatment","negative_treatment","negative_treatment",1,1,"negative_treatment",6,"No",4,1,-1,-1,5,0,"female",NA,2,"urban",1972,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1469",3,0,2,1,2,0,1,1,"control","negative_control","negative_control",2,0,"negative_control",6,"No",1,-1,-1,-1,8,5,"female",2,1,"urban",1969,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1470",0,1,3,4,0,0,0,0,"control","negative_control","negative_control",3,3,"negative_control",2,"No",4,4,4,2,3,7,"male",2,4,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1471",2,-2,1,-2,-1,-1,-1,1,"control","negative_control","positive_control",1,-3,"mixed_control",2,"No",3,3,-1,-3,9,NA,"male",3,4,"rural",1992,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1472",0,0,0,0,0,0,3,3,"control","positive_control","positive_control",0,-1,"positive_control",8,"Yes",3,3,0,-2,8,NA,"male",4,2,"urban",1993,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1473",-3,-3,-1,-2,-4,-4,-3,-3,"treatment","positive_treatment","positive_treatment",-1,-3,"positive_treatment",4,"No",-4,-3,1,-4,1,6,"male",NA,4,"rural",1958,"Yes",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"1474",0,0,-2,-2,0,0,-2,-2,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",4,"Yes",2,-1,0,-3,10,4,"female",4,4,"rural",1980,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1475",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",5,"No",0,0,0,0,6,NA,"female",4,4,"rural",1984,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1476",-3,-1,-1,-1,-1,-1,-1,-1,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",10,"No",-1,-2,-1,-2,2,NA,"male",1,4,"rural",1950,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1477",3,2,-1,-2,2,2,0,4,"control","positive_control","positive_control",-1,-3,"positive_control",6,"No",2,2,1,3,3,NA,NA,NA,2,"urban",1994,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1478",0,2,1,-2,0,3,2,-1,"treatment","negative_treatment","positive_treatment",1,-3,"mixed_treatment",10,"Yes",3,2,1,-3,10,3,"male",4,1,"urban",1978,"Yes",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1479",1,-4,0,-2,1,1,1,-1,"treatment","positive_treatment","positive_treatment",0,-3,"positive_treatment",6,"Yes",2,2,1,0,7,4,"female",2,4,"rural",2002,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1480",4,4,4,1,4,2,4,4,"treatment","negative_treatment","negative_treatment",4,0,"negative_treatment",7,"No",0,4,0,0,6,1,"male",4,2,"urban",1980,"Yes",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1481",-2,-2,1,1,-3,-4,3,3,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",8,"No",4,0,0,3,5,2,"male",4,3,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1482",-1,1,4,-4,3,-2,NA,NA,"control","negative_control","positive_control",4,-5,"mixed_control",4,"No",1,1,4,4,7,6,"female",2,2,"urban",1963,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1483",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"Yes",3,3,0,0,6,6,"male",2,3,"rural",1983,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1484",4,1,0,0,2,2,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",1,4,4,3,4,NA,"female",2,3,"rural",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1485",2,2,2,2,2,2,-2,-2,"control","negative_control","negative_control",2,1,"negative_control",8,"Yes",2,2,2,2,9,7,"male",2,4,"rural",2001,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1486",-1,4,-2,2,0,0,-2,2,"treatment","positive_treatment","negative_treatment",-2,1,"mixed_treatment",4,"Yes",3,1,2,-4,5,5,"female",2,2,"urban",1991,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1487",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",3,3,-4,-4,7,2,"male",2,2,"urban",1967,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1488",4,4,4,0,4,4,0,0,"control","negative_control","positive_control",4,-1,"mixed_control",8,"No",4,4,4,4,8,8,"male",4,4,"rural",1968,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1489",-1,-1,1,-1,-1,1,1,1,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",6,"No",2,2,-1,-3,4,NA,"female",2,4,"rural",1971,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1490",1,-1,0,0,3,1,3,3,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",4,-4,0,1,5,5,"male",4,4,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1491",4,1,4,1,1,4,0,1,"control","negative_control","negative_control",4,0,"negative_control",6,"Yes",4,4,2,-1,8,6,"male",2,4,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1492",2,1,-1,-1,1,1,0,0,"control","positive_control","positive_control",-1,-2,"positive_control",8,"Yes",2,2,1,1,7,5,"female",3,3,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1493",0,0,0,0,-1,-2,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",-3,-1,-1,-1,7,3,"male",2,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1494",0,0,3,-4,-2,3,4,2,"treatment","negative_treatment","positive_treatment",3,-5,"mixed_treatment",7,"Yes",2,0,-2,-4,7,5,"female",2,4,"rural",1962,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1495",-3,4,0,4,0,0,0,4,"treatment","positive_treatment","negative_treatment",0,3,"mixed_treatment",6,"No",-3,3,-4,-4,8,2,"female",2,2,"urban",1952,"Yes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1496",0,0,-4,-2,0,2,3,3,"treatment","positive_treatment","positive_treatment",-4,-3,"positive_treatment",10,"No",0,0,-4,-4,3,0,"female",3,1,"urban",1976,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1497",-1,1,2,1,-2,-1,2,1,"control","negative_control","negative_control",2,0,"negative_control",5,"Yes",1,-1,-2,-2,9,NA,"female",3,4,"rural",1996,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1498",3,4,-1,0,1,2,-1,-2,"control","positive_control","positive_control",-1,-1,"positive_control",8,"Yes",0,4,1,3,7,5,"male",3,3,"rural",1965,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1499",2,2,3,1,1,1,1,1,"control","negative_control","negative_control",3,0,"negative_control",8,"No",4,2,-1,3,1,7,"male",1,4,"rural",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1500",0,0,3,2,0,0,4,4,"control","negative_control","negative_control",3,1,"negative_control",4,"Yes",0,0,-4,-4,10,0,"female",4,2,"urban",1988,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1501",-1,2,-2,-2,0,3,4,1,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",10,"No",2,4,1,-2,7,7,"male",1,2,"urban",2007,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1502",-3,-3,-2,-2,-2,-2,3,3,"treatment","positive_treatment","positive_treatment",-2,-3,"positive_treatment",10,"No",-4,0,4,4,10,6,"male",1,2,"urban",1980,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1503",2,1,1,-1,0,0,1,1,"control","negative_control","positive_control",1,-2,"mixed_control",6,"Yes",0,2,-4,-4,10,2,"male",4,2,"urban",1984,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1504",0,1,-3,-3,2,2,3,1,"treatment","positive_treatment","positive_treatment",-3,-4,"positive_treatment",6,"Yes",2,1,-3,-4,9,1,"female",2,1,"urban",1983,"No",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1505",0,-4,1,-1,1,1,-1,-3,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",6,"No",4,4,1,-1,2,3,"female",2,4,"rural",1962,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1506",0,3,-1,0,3,3,0,0,"control","positive_control","positive_control",-1,-1,"positive_control",5,"Yes",3,1,0,-3,8,4,"female",2,3,"rural",1950,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1507",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",6,"No",-2,0,-4,-4,10,NA,"female",2,3,"rural",1949,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1508",-4,4,-1,2,4,-4,1,1,"control","positive_control","negative_control",-1,1,"mixed_control",5,"No",4,4,3,2,8,7,"female",2,4,"rural",2005,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1509",3,1,3,3,2,2,3,2,"control","negative_control","negative_control",3,2,"negative_control",6,"No",1,2,-4,-4,2,NA,"female",3,2,"urban",2005,"Yes",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"1510",4,4,0,0,0,NA,3,3,"control","positive_control","positive_control",0,-1,"positive_control",8,"No",4,3,-3,-3,4,NA,"female",2,3,"rural",1964,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1511",0,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"No",-4,-4,4,4,5,5,"male",3,4,"rural",1967,"Yes",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1512",3,3,2,4,4,1,1,1,"treatment","negative_treatment","negative_treatment",2,3,"negative_treatment",4,"No",1,1,3,2,7,6,"female",3,3,"rural",1956,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1513",0,0,2,-2,0,0,4,0,"treatment","negative_treatment","positive_treatment",2,-3,"mixed_treatment",4,"No",-1,0,-4,-4,4,0,"female",3,1,"urban",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1514",0,0,-1,-1,0,1,1,1,"control","positive_control","positive_control",-1,-2,"positive_control",5,"No",4,3,-4,-4,9,2,"male",4,3,"rural",1979,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1515",-2,3,1,-1,1,-1,1,-1,"control","negative_control","positive_control",1,-2,"mixed_control",6,"Yes",1,-1,3,3,NA,NA,"female",4,4,"rural",1985,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1516",-2,1,-1,-1,0,0,1,-3,"control","positive_control","positive_control",-1,-2,"positive_control",6,"Yes",-2,0,0,-4,7,7,"female",3,4,"rural",1961,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1517",-1,-1,1,1,-1,-1,2,1,"treatment","negative_treatment","negative_treatment",1,0,"negative_treatment",4,"Yes",-4,1,4,4,10,3,"female",4,2,"urban",1989,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1518",1,1,0,1,1,1,NA,NA,"control","positive_control","negative_control",0,0,"mixed_control",6,"No",0,0,0,-4,7,NA,"female",4,4,"rural",1994,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1519",2,2,2,2,2,2,4,4,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",8,"No",4,2,-4,-4,3,3,"male",2,2,"urban",1976,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1520",3,4,1,2,NA,NA,NA,NA,"control","negative_control","negative_control",1,1,"negative_control",6,"No",3,-4,-4,-4,8,NA,"male",2,3,"rural",1970,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1521",-2,-1,0,0,-1,-1,0,0,"control","positive_control","positive_control",0,-1,"positive_control",8,"No",1,1,0,-2,8,6,"male",4,1,"urban",1978,"No",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"1522",0,0,0,0,NA,NA,0,0,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",2,2,-1,-4,8,3,"female",2,2,"urban",1950,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1523",4,-1,1,-3,1,3,4,4,"treatment","negative_treatment","positive_treatment",1,-4,"mixed_treatment",7,"No",1,2,-4,-4,7,3,"female",2,4,"rural",2001,"No",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1524",2,2,2,2,4,3,2,2,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",7,"Yes",1,0,4,4,6,4,"female",2,4,"rural",1963,"Yes",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1525",0,4,0,-2,0,4,0,1,"treatment","positive_treatment","positive_treatment",0,-3,"positive_treatment",4,"No",4,4,0,-1,9,2,"female",2,2,"urban",1994,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1526",-4,-1,0,-4,0,0,4,-3,"treatment","positive_treatment","positive_treatment",0,-5,"positive_treatment",8,"No",-4,-4,2,1,10,4,"female",3,1,"urban",1989,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1527",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",8,"No",4,4,4,4,6,8,"female",2,4,"rural",1970,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1528",2,2,-1,-2,2,2,1,1,"control","positive_control","positive_control",-1,-3,"positive_control",8,"No",1,0,0,-1,3,0,"male",NA,1,"urban",1995,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1529",-4,-4,-4,-4,-4,-4,0,0,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",10,"Yes",-4,-4,4,4,6,7,"male",2,4,"rural",1981,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1530",2,1,1,-1,-1,-1,-1,1,"treatment","negative_treatment","positive_treatment",1,-2,"mixed_treatment",6,"No",-1,-1,1,0,4,3,"female",NA,3,"rural",1974,"Yes",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1531",3,2,2,2,2,1,3,3,"treatment","negative_treatment","negative_treatment",2,1,"negative_treatment",6,"No",2,4,-2,-4,7,1,"female",2,4,"rural",2005,"No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1532",0,0,-1,-1,-1,0,0,-1,"control","positive_control","positive_control",-1,-2,"positive_control",6,"No",1,1,0,-1,7,4,"female",4,1,"urban",1998,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1533",0,0,0,-1,0,0,0,0,"control","positive_control","positive_control",0,-2,"positive_control",5,"No",1,-3,-1,-3,5,NA,"female",4,4,"rural",1973,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1534",-4,4,-4,-4,-4,-4,-4,-4,"treatment","positive_treatment","positive_treatment",-4,-5,"positive_treatment",8,"No",-1,-4,4,4,8,7,"male",4,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1535",0,0,0,0,0,0,0,0,"control","positive_control","positive_control",0,-1,"positive_control",4,"No",0,0,0,0,5,5,"female",3,3,"rural",1953,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1536",2,-2,3,4,0,3,0,-2,"control","negative_control","negative_control",3,3,"negative_control",6,"No",4,4,1,0,8,NA,"female",3,2,"urban",2001,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1537",-3,-3,0,0,-3,-3,3,3,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",8,"No",-3,-3,3,3,5,6,"female",3,4,"rural",1966,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1538",2,-2,3,3,2,2,1,-1,"treatment","negative_treatment","negative_treatment",3,2,"negative_treatment",8,"Yes",-2,1,0,0,10,4,"female",4,4,"rural",1988,"No",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"1539",0,0,-2,-3,0,0,0,0,"control","positive_control","positive_control",-2,-4,"positive_control",8,"Yes",3,2,1,-4,10,5,"female",4,3,"rural",1981,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1540",4,1,0,4,2,4,4,0,"control","positive_control","negative_control",0,3,"mixed_control",8,"Yes",4,4,0,0,8,3,"female",2,2,"urban",1955,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1541",1,1,-1,-2,2,1,2,1,"treatment","positive_treatment","positive_treatment",-1,-3,"positive_treatment",8,"Yes",4,1,-2,-2,6,6,"male",2,4,"rural",2005,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1542",2,0,4,0,0,0,4,0,"treatment","negative_treatment","positive_treatment",4,-1,"mixed_treatment",9,"No",0,0,0,-1,8,6,"female",2,2,"urban",1976,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1543",2,3,2,3,2,1,2,3,"treatment","negative_treatment","negative_treatment",2,2,"negative_treatment",10,NA,2,3,3,3,5,6,"female",3,NA,"rural",1980,"Yes",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"1544",2,2,4,4,2,3,1,-1,"control","negative_control","negative_control",4,3,"negative_control",7,"No",1,2,2,-4,3,NA,"female",NA,1,"urban",1984,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1545",-4,-4,-1,-4,-4,-4,4,4,"control","positive_control","positive_control",-1,-5,"positive_control",8,"Yes",-4,-4,1,2,10,5,"male",4,2,"urban",1985,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1546",0,1,2,1,0,1,-1,-1,"treatment","negative_treatment","negative_treatment",2,0,"negative_treatment",6,"Yes",1,1,-1,-3,8,5,"female",3,3,"rural",1996,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1547",2,3,3,4,NA,4,NA,1,"control","negative_control","negative_control",3,3,"negative_control",4,"No",-1,1,2,-1,NA,5,"female",NA,1,"urban",1972,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1548",0,2,0,0,0,0,2,2,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",-4,4,1,-2,5,6,"female",3,2,"urban",1966,"No",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"1549",0,0,3,2,2,-1,3,1,"control","negative_control","negative_control",3,1,"negative_control",6,"No",4,4,-4,-4,7,5,"female",3,2,"urban",1982,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1550",3,1,3,2,2,3,NA,NA,"treatment","negative_treatment","negative_treatment",3,1,"negative_treatment",5,"No",3,3,3,2,5,5,"male",NA,3,"rural",1989,"Yes",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1551",-3,-3,-3,-3,-4,-4,3,4,"treatment","positive_treatment","positive_treatment",-3,-4,"positive_treatment",10,"No",3,-3,3,1,8,10,"female",2,2,"urban",1970,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1552",3,3,3,2,3,2,3,-1,"control","negative_control","negative_control",3,1,"negative_control",5,"Yes",3,2,1,-1,6,4,"female",2,4,"rural",2005,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1553",3,2,1,1,2,2,1,1,"control","negative_control","negative_control",1,0,"negative_control",6,"No",-2,-2,2,-2,5,6,"female",1,4,"rural",1958,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1554",1,1,1,4,1,2,4,1,"treatment","negative_treatment","negative_treatment",1,3,"negative_treatment",6,"Yes",1,1,-1,-1,10,NA,"female",2,3,"rural",2001,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1555",0,0,0,0,0,0,1,1,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",1,2,0,-2,8,4,"male",3,4,"rural",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1556",1,1,-1,-1,-1,-1,1,1,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",8,"Yes",1,1,0,0,9,7,"male",4,1,"urban",2004,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1557",0,0,0,0,0,0,4,4,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",10,"No",-4,-1,4,4,10,NA,"male",4,1,"urban",1995,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1558",-1,0,0,0,0,0,0,0,"treatment","positive_treatment","positive_treatment",0,-1,"positive_treatment",6,"Yes",0,0,0,0,1,5,"male",4,1,"urban",1988,"Yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1559",0,2,0,0,0,2,4,3,"control","positive_control","positive_control",0,-1,"positive_control",4,"Yes",3,4,2,2,10,4,"male",4,1,"urban",1999,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1560",0,0,0,0,2,2,0,0,"control","positive_control","positive_control",0,-1,"positive_control",4,"No",0,1,0,0,3,NA,"female",1,4,"rural",1978,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1561",0,0,4,4,NA,NA,NA,NA,"control","negative_control","negative_control",4,3,"negative_control",4,"Yes",0,-4,4,4,5,NA,"female",NA,4,"rural",1953,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1562",0,2,-1,-1,-2,-1,-3,-3,"treatment","positive_treatment","positive_treatment",-1,-2,"positive_treatment",6,"No",1,0,1,0,8,2,"female",3,4,"rural",1955,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1563",0,1,1,-2,0,1,2,2,"control","negative_control","positive_control",1,-3,"mixed_control",6,"Yes",2,0,0,-1,9,4,"female",4,4,"rural",1973,"No",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1564",4,4,4,4,4,4,4,4,"control","negative_control","negative_control",4,3,"negative_control",6,"No",4,4,-4,-4,6,5,"male",4,1,"urban",1967,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"1565",0,0,1,1,2,-1,0,0,"control","negative_control","negative_control",1,0,"negative_control",4,"No",0,-3,1,0,2,5,"female",2,3,"rural",1971,"Yes",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
